,Scenario,Trial,Seed,Alpha,Beta,Gamma,Drones,Victims
60,TrackingLong,61,7771862992547174936,0.0,0.7,0.1,21,426
61,TrackingLong,62,5922645555022229460,0.0,0.7,0.2,24,471
62,TrackingLong,63,2176879634217948794,0.0,0.7,0.3,24,469
63,TrackingLong,64,5077380910847103461,0.0,0.7,0.4,23,449
64,TrackingLong,65,918820051915654654,0.0,0.7,0.5,18,460
65,TrackingLong,66,7937091323527244276,0.0,0.7,0.6,19,448
66,TrackingLong,67,7420433426593050270,0.0,0.7,0.7,18,433
67,TrackingLong,68,1316503054109710340,0.0,0.7,0.8,16,441
68,TrackingLong,69,5089406937748441115,0.0,0.7,0.9,21,451
69,TrackingLong,70,6518512397515596896,0.0,0.7,1.0,19,458
70,TrackingLong,71,2613774745543636911,0.0,0.8,0.1,19,506
71,TrackingLong,72,8892203501256106077,0.0,0.8,0.2,19,497
72,TrackingLong,73,7152306132091978418,0.0,0.8,0.3,19,488
73,TrackingLong,74,1085336730471938234,0.0,0.8,0.4,23,470
74,TrackingLong,75,7180686553944535862,0.0,0.8,0.5,17,451
75,TrackingLong,76,8067774778066009292,0.0,0.8,0.6,23,471
76,TrackingLong,77,5415241820693545611,0.0,0.8,0.7,22,438
77,TrackingLong,78,8347618600200452282,0.0,0.8,0.8,15,464
78,TrackingLong,79,8314260696208637498,0.0,0.8,0.9,15,454
79,TrackingLong,80,6231928643181144428,0.0,0.8,1.0,18,466
80,TrackingLong,81,6726036384798479501,0.0,0.9,0.1,14,526
81,TrackingLong,82,7850228651115550894,0.0,0.9,0.2,22,486
82,TrackingLong,83,1435315546960868936,0.0,0.9,0.3,21,533
83,TrackingLong,84,7910028235613076763,0.0,0.9,0.4,20,519
84,TrackingLong,85,3648578845013148747,0.0,0.9,0.5,20,512
85,TrackingLong,86,4360616670248410551,0.0,0.9,0.6,18,465
86,TrackingLong,87,1967146709294496626,0.0,0.9,0.7,19,463
87,TrackingLong,88,5544519997493579024,0.0,0.9,0.8,17,458
88,TrackingLong,89,8457728813143501131,0.0,0.9,0.9,21,439
89,TrackingLong,90,6376101120045082080,0.0,0.9,1.0,14,474
90,TrackingLong,91,7909214542224020798,0.0,1.0,0.1,21,555
91,TrackingLong,92,3842674347991993996,0.0,1.0,0.2,13,545
92,TrackingLong,93,1796160489603231124,0.0,1.0,0.3,16,507
93,TrackingLong,94,6225431315032175363,0.0,1.0,0.4,23,501
94,TrackingLong,95,6988013564169465681,0.0,1.0,0.5,19,484
95,TrackingLong,96,7289755218735189402,0.0,1.0,0.6,18,489
96,TrackingLong,97,1223023882101116390,0.0,1.0,0.7,17,484
97,TrackingLong,98,1872217177666212782,0.0,1.0,0.8,17,465
98,TrackingLong,99,649294613152767581,0.0,1.0,0.9,23,437
99,TrackingLong,100,1060518134331528449,0.0,1.0,1.0,22,412
100,TrackingLong,101,2730769366622846191,0.1,0.1,0.1,20,174
101,TrackingLong,102,8122135727775352591,0.1,0.1,0.2,19,229
102,TrackingLong,103,6408208360066876943,0.1,0.1,0.3,18,263
103,TrackingLong,104,7352277596418142374,0.1,0.1,0.4,21,297
104,TrackingLong,105,5117226961052674361,0.1,0.1,0.5,19,314
105,TrackingLong,106,4588890379691784188,0.1,0.1,0.6,20,333
106,TrackingLong,107,6459015322564901664,0.1,0.1,0.7,22,357
107,TrackingLong,108,7837221478937801090,0.1,0.1,0.8,16,386
108,TrackingLong,109,3827705389464461497,0.1,0.1,0.9,23,407
109,TrackingLong,110,3406450873903873254,0.1,0.1,1.0,14,420
110,TrackingLong,111,6620002322455467055,0.1,0.2,0.1,17,224
111,TrackingLong,112,6739882615604243062,0.1,0.2,0.2,20,249
112,TrackingLong,113,4018421906208245931,0.1,0.2,0.3,21,283
113,TrackingLong,114,5375588602576824032,0.1,0.2,0.4,21,330
114,TrackingLong,115,6418971901351527182,0.1,0.2,0.5,21,331
115,TrackingLong,116,6995636730645982927,0.1,0.2,0.6,19,363
116,TrackingLong,117,8341824957984577980,0.1,0.2,0.7,18,392
117,TrackingLong,118,257079357768246090,0.1,0.2,0.8,17,416
118,TrackingLong,119,8457442689693583145,0.1,0.2,0.9,17,452
119,TrackingLong,120,9214454362203808878,0.1,0.2,1.0,20,445
120,TrackingLong,121,9171226480073045500,0.1,0.3,0.1,20,282
121,TrackingLong,122,2124060430823971808,0.1,0.3,0.2,26,311
122,TrackingLong,123,7216859551928059389,0.1,0.3,0.3,16,310
123,TrackingLong,124,9095234008697279652,0.1,0.3,0.4,17,333
124,TrackingLong,125,1059637217287277730,0.1,0.3,0.5,22,377
125,TrackingLong,126,3810914654779374324,0.1,0.3,0.6,22,366
126,TrackingLong,127,7719565551173098335,0.1,0.3,0.7,20,405
127,TrackingLong,128,2534101954754249655,0.1,0.3,0.8,18,411
128,TrackingLong,129,6540218314516795143,0.1,0.3,0.9,22,451
129,TrackingLong,130,672300978698827014,0.1,0.3,1.0,17,422
130,TrackingLong,131,1962829301431012585,0.1,0.4,0.1,16,337
131,TrackingLong,132,2542084654357450284,0.1,0.4,0.2,25,343
132,TrackingLong,133,3531229301267406905,0.1,0.4,0.3,22,372
133,TrackingLong,134,8378617453138610642,0.1,0.4,0.4,18,375
134,TrackingLong,135,8031027381734740768,0.1,0.4,0.5,18,375
135,TrackingLong,136,1047251156505272932,0.1,0.4,0.6,26,410
136,TrackingLong,137,2005958320967276369,0.1,0.4,0.7,22,420
137,TrackingLong,138,5464963834076408523,0.1,0.4,0.8,18,409
138,TrackingLong,139,6442468486730396666,0.1,0.4,0.9,14,427
139,TrackingLong,140,109273328195569226,0.1,0.4,1.0,19,452
140,TrackingLong,141,7733824596599250956,0.1,0.5,0.1,21,379
141,TrackingLong,142,2602023164120103366,0.1,0.5,0.2,19,389
142,TrackingLong,143,6497545248555003136,0.1,0.5,0.3,22,376
143,TrackingLong,144,3077512918265429185,0.1,0.5,0.4,19,410
144,TrackingLong,145,1389620245507613723,0.1,0.5,0.5,19,402
145,TrackingLong,146,6268070555262570014,0.1,0.5,0.6,17,401
146,TrackingLong,147,8200227211161936724,0.1,0.5,0.7,20,416
147,TrackingLong,148,5092823813517778092,0.1,0.5,0.8,14,455
148,TrackingLong,149,3496617180234168736,0.1,0.5,0.9,19,447
149,TrackingLong,150,3769731101031302901,0.1,0.5,1.0,20,437
150,TrackingLong,151,954833679586002047,0.1,0.6,0.1,18,416
151,TrackingLong,152,4888763064846781428,0.1,0.6,0.2,24,395
152,TrackingLong,153,7880114847791884481,0.1,0.6,0.3,23,421
153,TrackingLong,154,4749088980535929788,0.1,0.6,0.4,19,433
154,TrackingLong,155,5695027039419419313,0.1,0.6,0.5,20,389
155,TrackingLong,156,7943174764500911877,0.1,0.6,0.6,16,438
156,TrackingLong,157,8174067479055935690,0.1,0.6,0.7,15,425
157,TrackingLong,158,3865113870885019202,0.1,0.6,0.8,15,441
158,TrackingLong,159,6528186132392981334,0.1,0.6,0.9,18,470
159,TrackingLong,160,8404698173446956840,0.1,0.6,1.0,24,446
160,TrackingLong,161,8187700012616239606,0.1,0.7,0.1,23,453
161,TrackingLong,162,3318928503242620903,0.1,0.7,0.2,24,435
162,TrackingLong,163,7085711400601047923,0.1,0.7,0.3,20,434
163,TrackingLong,164,7058044015908501284,0.1,0.7,0.4,22,431
164,TrackingLong,165,7563606281499741513,0.1,0.7,0.5,17,432
165,TrackingLong,166,600843353781091780,0.1,0.7,0.6,19,438
166,TrackingLong,167,4787407419864783783,0.1,0.7,0.7,18,409
167,TrackingLong,168,6420692450223060829,0.1,0.7,0.8,16,448
168,TrackingLong,169,4464970138728589638,0.1,0.7,0.9,14,453
169,TrackingLong,170,909264836922789002,0.1,0.7,1.0,20,435
170,TrackingLong,171,2733823090465244602,0.1,0.8,0.1,17,458
171,TrackingLong,172,5383601446991952018,0.1,0.8,0.2,19,491
172,TrackingLong,173,9091560379711555457,0.1,0.8,0.3,20,473
173,TrackingLong,174,4710728677739279027,0.1,0.8,0.4,21,492
174,TrackingLong,175,4205491525364899648,0.1,0.8,0.5,21,485
175,TrackingLong,176,2432077068211482329,0.1,0.8,0.6,20,462
176,TrackingLong,177,455299189084130779,0.1,0.8,0.7,20,409
177,TrackingLong,178,3678243986514860643,0.1,0.8,0.8,19,460
178,TrackingLong,179,5423640104124516285,0.1,0.8,0.9,17,435
179,TrackingLong,180,2139371798559233283,0.1,0.8,1.0,19,418
180,TrackingLong,181,5176142403063481525,0.1,0.9,0.1,26,533
181,TrackingLong,182,5521752401712519901,0.1,0.9,0.2,26,522
182,TrackingLong,183,655434421111985216,0.1,0.9,0.3,21,466
183,TrackingLong,184,3679144574564880150,0.1,0.9,0.4,20,509
184,TrackingLong,185,1249626377873384283,0.1,0.9,0.5,17,475
185,TrackingLong,186,4340170923265994906,0.1,0.9,0.6,22,459
186,TrackingLong,187,876753517217412240,0.1,0.9,0.7,21,448
187,TrackingLong,188,3458463631975602722,0.1,0.9,0.8,24,453
188,TrackingLong,189,1427997768316631599,0.1,0.9,0.9,18,430
189,TrackingLong,190,7263551798212745421,0.1,0.9,1.0,24,461
190,TrackingLong,191,2030651451302478596,0.1,1.0,0.1,18,576
191,TrackingLong,192,3456042319539643762,0.1,1.0,0.2,26,527
192,TrackingLong,193,5736649696925697504,0.1,1.0,0.3,22,487
193,TrackingLong,194,2379736502422819557,0.1,1.0,0.4,13,510
194,TrackingLong,195,8026702388207288361,0.1,1.0,0.5,18,482
195,TrackingLong,196,4631659366466985036,0.1,1.0,0.6,19,488
196,TrackingLong,197,8270224062132954600,0.1,1.0,0.7,20,484
197,TrackingLong,198,8552376342900113499,0.1,1.0,0.8,19,473
198,TrackingLong,199,152947123140046072,0.1,1.0,0.9,22,456
199,TrackingLong,200,706081363747507326,0.1,1.0,1.0,18,439
200,TrackingLong,201,1856359794873058189,0.2,0.1,0.1,17,173
201,TrackingLong,202,313907204023053757,0.2,0.1,0.2,21,207
202,TrackingLong,203,5896113309828612422,0.2,0.1,0.3,19,250
203,TrackingLong,204,4103351277490823155,0.2,0.1,0.4,20,271
204,TrackingLong,205,5613369260043255298,0.2,0.1,0.5,20,297
205,TrackingLong,206,6992537685670534183,0.2,0.1,0.6,22,344
206,TrackingLong,207,1679151552138361553,0.2,0.1,0.7,22,353
207,TrackingLong,208,2037332026959816873,0.2,0.1,0.8,18,411
208,TrackingLong,209,3953736462020674701,0.2,0.1,0.9,18,444
209,TrackingLong,210,6624242745127537924,0.2,0.1,1.0,22,412
210,TrackingLong,211,2589152742943864254,0.2,0.2,0.1,23,202
211,TrackingLong,212,2079189932265565706,0.2,0.2,0.2,16,266
212,TrackingLong,213,5873142904309593133,0.2,0.2,0.3,18,292
213,TrackingLong,214,7301964270604554857,0.2,0.2,0.4,18,312
214,TrackingLong,215,4988174340014284201,0.2,0.2,0.5,22,349
215,TrackingLong,216,624077454437708897,0.2,0.2,0.6,19,365
216,TrackingLong,217,1099364587185578020,0.2,0.2,0.7,19,389
217,TrackingLong,218,5803252861480671798,0.2,0.2,0.8,19,360
218,TrackingLong,219,4079614979721967264,0.2,0.2,0.9,18,419
219,TrackingLong,220,3859614828665862824,0.2,0.2,1.0,19,427
220,TrackingLong,221,1296665181736411713,0.2,0.3,0.1,17,283
221,TrackingLong,222,8042505502727046590,0.2,0.3,0.2,22,304
222,TrackingLong,223,5766912149520929452,0.2,0.3,0.3,20,332
223,TrackingLong,224,4131800998260826138,0.2,0.3,0.4,20,331
224,TrackingLong,225,8074791954104090753,0.2,0.3,0.5,22,373
225,TrackingLong,226,4796725239296749199,0.2,0.3,0.6,20,362
226,TrackingLong,227,3511624105683441532,0.2,0.3,0.7,11,395
227,TrackingLong,228,3181658926387446050,0.2,0.3,0.8,19,393
228,TrackingLong,229,8973607959356784207,0.2,0.3,0.9,19,424
229,TrackingLong,230,6436531588695403043,0.2,0.3,1.0,21,428
230,TrackingLong,231,2329243079975484041,0.2,0.4,0.1,19,281
231,TrackingLong,232,8169382254816512636,0.2,0.4,0.2,21,344
232,TrackingLong,233,6492116527351215135,0.2,0.4,0.3,21,364
233,TrackingLong,234,2141391691694383916,0.2,0.4,0.4,19,407
234,TrackingLong,235,2633207760111996412,0.2,0.4,0.5,15,366
235,TrackingLong,236,4509562312192035987,0.2,0.4,0.6,14,415
236,TrackingLong,237,8706614259613481763,0.2,0.4,0.7,19,411
237,TrackingLong,238,7170219927765804742,0.2,0.4,0.8,21,421
238,TrackingLong,239,5326688317276302138,0.2,0.4,0.9,23,410
239,TrackingLong,240,9066226433941452459,0.2,0.4,1.0,21,435
240,TrackingLong,241,4715845269579204679,0.2,0.5,0.1,22,395
241,TrackingLong,242,8030067925643895143,0.2,0.5,0.2,19,365
242,TrackingLong,243,4814222517027440030,0.2,0.5,0.3,21,414
243,TrackingLong,244,2985930558814992716,0.2,0.5,0.4,13,379
244,TrackingLong,245,5755737505412411115,0.2,0.5,0.5,20,403
245,TrackingLong,246,8891555551451229278,0.2,0.5,0.6,18,434
246,TrackingLong,247,939644851175687749,0.2,0.5,0.7,21,423
247,TrackingLong,248,2298612814177645353,0.2,0.5,0.8,21,420
248,TrackingLong,249,9202480864707460381,0.2,0.5,0.9,16,443
249,TrackingLong,250,813325169670315887,0.2,0.5,1.0,19,419
250,TrackingLong,251,7985692780489776509,0.2,0.6,0.1,21,444
251,TrackingLong,252,5199822850747112348,0.2,0.6,0.2,20,427
252,TrackingLong,253,457715172785568006,0.2,0.6,0.3,20,416
253,TrackingLong,254,2769455377136720185,0.2,0.6,0.4,20,415
254,TrackingLong,255,6518727368059572521,0.2,0.6,0.5,23,418
255,TrackingLong,256,3723774642118381276,0.2,0.6,0.6,16,438
256,TrackingLong,257,4405906482560428757,0.2,0.6,0.7,17,405
257,TrackingLong,258,7949410287905318513,0.2,0.6,0.8,22,414
258,TrackingLong,259,5802491739971907610,0.2,0.6,0.9,16,425
259,TrackingLong,260,4326207713775288983,0.2,0.6,1.0,17,427
260,TrackingLong,261,3180785407387078187,0.2,0.7,0.1,20,409
261,TrackingLong,262,7322489242243178396,0.2,0.7,0.2,19,458
262,TrackingLong,263,4821370597557346852,0.2,0.7,0.3,17,440
263,TrackingLong,264,7305083383475389634,0.2,0.7,0.4,18,435
264,TrackingLong,265,3472834359385720331,0.2,0.7,0.5,20,426
265,TrackingLong,266,5203547491986175012,0.2,0.7,0.6,14,431
266,TrackingLong,267,6766523891884530524,0.2,0.7,0.7,23,451
267,TrackingLong,268,7883397171013672352,0.2,0.7,0.8,19,447
268,TrackingLong,269,8623593940741204403,0.2,0.7,0.9,24,426
269,TrackingLong,270,8541844554487635301,0.2,0.7,1.0,21,434
270,TrackingLong,271,6221917830304344647,0.2,0.8,0.1,23,484
271,TrackingLong,272,8488654481942791341,0.2,0.8,0.2,21,476
272,TrackingLong,273,938172078669506636,0.2,0.8,0.3,27,442
273,TrackingLong,274,2962987435553799822,0.2,0.8,0.4,25,450
274,TrackingLong,275,504657540667120685,0.2,0.8,0.5,20,457
275,TrackingLong,276,6570797443270219817,0.2,0.8,0.6,19,444
276,TrackingLong,277,8429449281105702028,0.2,0.8,0.7,19,465
277,TrackingLong,278,1311365982928013864,0.2,0.8,0.8,21,447
278,TrackingLong,279,2664213340178551584,0.2,0.8,0.9,20,414
279,TrackingLong,280,7472926988234010988,0.2,0.8,1.0,19,419
280,TrackingLong,281,2151359302443567117,0.2,0.9,0.1,22,507
281,TrackingLong,282,4867153265890549193,0.2,0.9,0.2,17,512
282,TrackingLong,283,114805942331177489,0.2,0.9,0.3,20,461
283,TrackingLong,284,4367438503205172825,0.2,0.9,0.4,21,462
284,TrackingLong,285,2814525721808531195,0.2,0.9,0.5,19,487
285,TrackingLong,286,1565768577495918403,0.2,0.9,0.6,14,449
286,TrackingLong,287,5308588981403769228,0.2,0.9,0.7,18,475
287,TrackingLong,288,4187905949259289504,0.2,0.9,0.8,19,455
288,TrackingLong,289,4567987904512003381,0.2,0.9,0.9,17,413
289,TrackingLong,290,1565881115335792582,0.2,0.9,1.0,18,427
290,TrackingLong,291,5545316277026782704,0.2,1.0,0.1,24,546
291,TrackingLong,292,840219462167799959,0.2,1.0,0.2,18,555
292,TrackingLong,293,3941061044718605196,0.2,1.0,0.3,20,459
293,TrackingLong,294,6624562759254639564,0.2,1.0,0.4,17,538
294,TrackingLong,295,9088859308973544547,0.2,1.0,0.5,21,469
295,TrackingLong,296,6645871984355682038,0.2,1.0,0.6,19,473
296,TrackingLong,297,8175437573352040525,0.2,1.0,0.7,15,469
297,TrackingLong,298,5130905997082700919,0.2,1.0,0.8,17,464
298,TrackingLong,299,7477738401410001484,0.2,1.0,0.9,17,440
299,TrackingLong,300,7033616355929056616,0.2,1.0,1.0,26,429
300,TrackingLong,301,922208844237524498,0.3,0.1,0.1,17,152
301,TrackingLong,302,7768124162366835046,0.3,0.1,0.2,17,195
302,TrackingLong,303,4559380390571441480,0.3,0.1,0.3,20,247
303,TrackingLong,304,6393191780575991499,0.3,0.1,0.4,20,277
304,TrackingLong,305,7805230771688118012,0.3,0.1,0.5,16,297
305,TrackingLong,306,1639100393963052597,0.3,0.1,0.6,17,322
306,TrackingLong,307,349844051253048601,0.3,0.1,0.7,20,364
307,TrackingLong,308,1553620311848477527,0.3,0.1,0.8,21,380
308,TrackingLong,309,1213286847067354892,0.3,0.1,0.9,24,385
309,TrackingLong,310,5287372879486051745,0.3,0.1,1.0,15,416
310,TrackingLong,311,5249648476825550687,0.3,0.2,0.1,19,209
311,TrackingLong,312,4188679389061845219,0.3,0.2,0.2,19,256
312,TrackingLong,313,7818976523469220854,0.3,0.2,0.3,18,294
313,TrackingLong,314,4278164578510082904,0.3,0.2,0.4,22,315
314,TrackingLong,315,1853738406702715889,0.3,0.2,0.5,21,341
315,TrackingLong,316,1295488389544427008,0.3,0.2,0.6,22,358
316,TrackingLong,317,624500816032626063,0.3,0.2,0.7,18,377
317,TrackingLong,318,7492019739295940,0.3,0.2,0.8,22,393
318,TrackingLong,319,6594857058348605476,0.3,0.2,0.9,21,414
319,TrackingLong,320,4813875763847496873,0.3,0.2,1.0,16,436
320,TrackingLong,321,2390922521825841269,0.3,0.3,0.1,16,259
321,TrackingLong,322,101710871646413039,0.3,0.3,0.2,17,275
322,TrackingLong,323,9083439969454915906,0.3,0.3,0.3,21,304
323,TrackingLong,324,2248949202350760288,0.3,0.3,0.4,16,345
324,TrackingLong,325,2372494616336579528,0.3,0.3,0.5,17,328
325,TrackingLong,326,5617975999539715749,0.3,0.3,0.6,15,358
326,TrackingLong,327,4264541438430570086,0.3,0.3,0.7,18,361
327,TrackingLong,328,5021766839772630604,0.3,0.3,0.8,21,419
328,TrackingLong,329,7992132141797357503,0.3,0.3,0.9,22,420
329,TrackingLong,330,8950338652763572614,0.3,0.3,1.0,19,415
330,TrackingLong,331,6762208406181912590,0.3,0.4,0.1,23,348
331,TrackingLong,332,1150955883229694880,0.3,0.4,0.2,20,337
332,TrackingLong,333,2874219775185638845,0.3,0.4,0.3,22,341
333,TrackingLong,334,6127809504895660051,0.3,0.4,0.4,17,353
334,TrackingLong,335,8533785014506584125,0.3,0.4,0.5,17,363
335,TrackingLong,336,4438428711338760446,0.3,0.4,0.6,20,413
336,TrackingLong,337,6908054213168585107,0.3,0.4,0.7,20,442
337,TrackingLong,338,2857523092265440165,0.3,0.4,0.8,21,446
338,TrackingLong,339,2951810841499329400,0.3,0.4,0.9,18,423
339,TrackingLong,340,8793527938888835035,0.3,0.4,1.0,17,416
340,TrackingLong,341,783840407364317466,0.3,0.5,0.1,21,371
341,TrackingLong,342,1402755388153681568,0.3,0.5,0.2,23,360
342,TrackingLong,343,5461290070803985105,0.3,0.5,0.3,19,395
343,TrackingLong,344,1394994547989404794,0.3,0.5,0.4,17,397
344,TrackingLong,345,83998976389199083,0.3,0.5,0.5,18,399
345,TrackingLong,346,5395660945651533544,0.3,0.5,0.6,19,395
346,TrackingLong,347,6876253408710295943,0.3,0.5,0.7,18,390
347,TrackingLong,348,6676445639835101630,0.3,0.5,0.8,13,428
348,TrackingLong,349,8183424657516646376,0.3,0.5,0.9,17,424
349,TrackingLong,350,3397970943769485360,0.3,0.5,1.0,18,429
350,TrackingLong,351,894664887883132753,0.3,0.6,0.1,18,396
351,TrackingLong,352,5080299612149205872,0.3,0.6,0.2,22,396
352,TrackingLong,353,7570445732587557918,0.3,0.6,0.3,14,427
353,TrackingLong,354,8876818416026276331,0.3,0.6,0.4,20,413
354,TrackingLong,355,8453005257188707547,0.3,0.6,0.5,18,425
355,TrackingLong,356,3335629540643272188,0.3,0.6,0.6,22,400
356,TrackingLong,357,6896542541502137608,0.3,0.6,0.7,18,422
357,TrackingLong,358,3383112976271184540,0.3,0.6,0.8,20,458
358,TrackingLong,359,2384949610798576382,0.3,0.6,0.9,20,424
359,TrackingLong,360,2660774568796395465,0.3,0.6,1.0,20,446
360,TrackingLong,361,6267823575779454075,0.3,0.7,0.1,22,411
361,TrackingLong,362,9045482276318448685,0.3,0.7,0.2,14,434
362,TrackingLong,363,7640947689353538269,0.3,0.7,0.3,19,400
363,TrackingLong,364,4211582704647802797,0.3,0.7,0.4,20,422
364,TrackingLong,365,8747425813563319848,0.3,0.7,0.5,15,438
365,TrackingLong,366,4338773500076769398,0.3,0.7,0.6,20,435
366,TrackingLong,367,4356508563628700091,0.3,0.7,0.7,22,429
367,TrackingLong,368,6877405979976606005,0.3,0.7,0.8,16,457
368,TrackingLong,369,5868869627139952278,0.3,0.7,0.9,19,388
369,TrackingLong,370,7417904933795255462,0.3,0.7,1.0,18,407
370,TrackingLong,371,7469267707455079984,0.3,0.8,0.1,19,475
371,TrackingLong,372,8287352007846521394,0.3,0.8,0.2,21,487
372,TrackingLong,373,298795903994728547,0.3,0.8,0.3,20,434
373,TrackingLong,374,7598044594105395359,0.3,0.8,0.4,19,456
374,TrackingLong,375,8131714127209000737,0.3,0.8,0.5,22,434
375,TrackingLong,376,1765846582377933533,0.3,0.8,0.6,18,418
376,TrackingLong,377,795746199340659110,0.3,0.8,0.7,19,444
377,TrackingLong,378,4768948427716844422,0.3,0.8,0.8,18,443
378,TrackingLong,379,8880717718159233630,0.3,0.8,0.9,19,431
379,TrackingLong,380,901827973745846548,0.3,0.8,1.0,16,443
380,TrackingLong,381,7471383811862040700,0.3,0.9,0.1,17,492
381,TrackingLong,382,8307667029067960486,0.3,0.9,0.2,19,487
382,TrackingLong,383,2554314043451572265,0.3,0.9,0.3,24,463
383,TrackingLong,384,3394789624736400936,0.3,0.9,0.4,23,487
384,TrackingLong,385,3486044118014063794,0.3,0.9,0.5,19,451
385,TrackingLong,386,2397362527727213174,0.3,0.9,0.6,20,471
386,TrackingLong,387,7446856494738467477,0.3,0.9,0.7,16,432
387,TrackingLong,388,529036900746941573,0.3,0.9,0.8,17,411
388,TrackingLong,389,505282623227912127,0.3,0.9,0.9,19,409
389,TrackingLong,390,1640611658997101524,0.3,0.9,1.0,20,425
390,TrackingLong,391,2893353826965333954,0.3,1.0,0.1,22,532
391,TrackingLong,392,1714391496714262807,0.3,1.0,0.2,24,534
392,TrackingLong,393,4683492974190411033,0.3,1.0,0.3,17,518
393,TrackingLong,394,6990245782476515167,0.3,1.0,0.4,22,524
394,TrackingLong,395,3534672929422151847,0.3,1.0,0.5,21,481
395,TrackingLong,396,1524059236969516524,0.3,1.0,0.6,21,478
396,TrackingLong,397,4273631015814166425,0.3,1.0,0.7,22,456
397,TrackingLong,398,3878079545687087455,0.3,1.0,0.8,21,406
398,TrackingLong,399,4333678497737036614,0.3,1.0,0.9,19,417
